Protein,ProteinName,Gene,nFragment,nPeptide,AgedMacro_Aging_Macro_10_1,AgedMacro_Aging_Macro_12_1,AgedMacro_Aging_Macro_14_1,AgedMacro_Aging_Macro_17_1,AgedMacro_Aging_Macro_25_1,AgedMacro_Aging_Macro_27_1,AgedMacro_Aging_Macro_31_1,AgedMacro_Aging_Macro_34_1,AgedMacro_Aging_Macro_38_1,AgedMacro_Aging_Macro_42_1,AgedMacro_Aging_Macro_45_1,AgedMacro_Aging_Macro_46_1,AgedMacro_Aging_Macro_53_1,AgedVehicle_Aging_Macro_11_1,AgedVehicle_Aging_Macro_16_1,AgedVehicle_Aging_Macro_18_1,AgedVehicle_Aging_Macro_23_1,AgedVehicle_Aging_Macro_26_1,AgedVehicle_Aging_Macro_29_1,AgedVehicle_Aging_Macro_33_1,AgedVehicle_Aging_Macro_37_1,AgedVehicle_Aging_Macro_54_1,Young_Aging_Macro_101_1,Young_Aging_Macro_102_1,Young_Aging_Macro_103_1,Young_Aging_Macro_104_1,Young_Aging_Macro_105_1,Young_Aging_Macro_106_1,Young_Aging_Macro_107_1,Young_Aging_Macro_108_1,Young_Aging_Macro_109_1,Young_Aging_Macro_110_1,Young_Aging_Macro_111_1,Young_Aging_Macro_112_1,Young_Aging_Macro_113_1,Young_Aging_Macro_114_1,Young_Aging_Macro_115_1,Young_Aging_Macro_116_1,Young_Aging_Macro_117_1,Young_Aging_Macro_118_1,Young_Aging_Macro_119_1,Young_Aging_Macro_120_1
Q64726|ZA2G_MOUSE,Zinc-alpha-2-glycoprotein (Zn-alpha-2-GP) (Zn-alpha-2-glycoprotein),Azgp1,42,7,154505,168564,140238,196330,216350,374220,226843,309083,192511,317681,81900,150654,344498,126725,196763,173625,245312,287856,253166,279895,91858.3,319773,213890,214663,262272,87626.6,274532,214501,184720,143485,205295,240397,272892,278424,252625,188591,231788,121856,211648,261405,204841,174325
P01887|B2MG_MOUSE,Beta-2-microglobulin,B2m,29,5,947552,347257,364309,394909,668092,921181,855706,929066,1.56E+06,917259,338506,422103,1.14E+06,429235,670444,382064,706053,825816,846757,847125,294333,780036,384700,634603,749811,775517,647061,512171,558889,621465,657837,568770,666934,612366,638275,485010,611856,965886,574016,587267,519367,494222
Q9Z1R2|BAG6_MOUSE,Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein Scythe),Bag6,5,1,87121.5,103248,115559,86319.9,93482.1,76217.1,119749,98739.4,93980.2,71112.8,106666,112125,70363.4,112283,81880.8,80609.8,84684.5,87248.7,106581,87538.1,202442,83174.3,98284.9,98475.8,77481.4,49267.3,86470.3,95886.6,83825.9,0,98721.4,91240.2,73551.3,73848.2,76376.7,96939.8,96774.1,78732.5,102488,87652.5,121227,136997
Q9DBJ3|BI2L1_MOUSE,Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1 (BAI1-associated protein 2-like protein 1) (Insulin receptor tyrosine kinase substrate),Baiap2l1,6,1,9996.62,9382.16,8992.33,9995.54,11905.3,17543.5,11387.8,21041.7,20453.5,18695.4,1338.26,1316.4,26807.5,5608.6,0,0,11360.2,22300.9,17747.7,17719.9,0,6146.13,11342.3,12189,15577.8,13720,14055.7,4260.37,0,0,0,12846,14198.1,10439.2,12473.2,4551.65,12055.5,28843.7,11817.3,14434.7,10869.3,0
Q08ED0|B2L15_MOUSE,Bcl-2-like protein 15 (Bcl2-L-15),Bcl2l15,5,1,24418.6,32296.5,40203.1,28910,71791.8,77117.9,61615.6,41915,51406.1,52193.1,27976.5,37363,40005.6,30629.8,34135.8,34684.9,68829.9,71740.3,69843,62401.1,39358.5,39446.1,32985,32557.5,34253.6,26173,35477.8,31244.8,28097.2,0,28445.2,29395.2,34227.9,30738.1,33021.8,33983.8,44856.3,29221.5,27294.8,32157.1,32992,34416.4
Q8JZV9|BDH2_MOUSE,3-hydroxybutyrate dehydrogenase type 2 (EC 1.1.1.-) (EC 1.1.1.30) (Dehydrogenase/reductase SDR family member 6) (R-beta-hydroxybutyrate dehydrogenase),Bdh2,5,1,132476,62606.3,57071.1,54155.6,49449.7,0,53797.6,30660.3,48858.6,33257.6,40485.8,33919.6,50286.4,55916.7,59624.2,52867.8,36074,53369.6,13456.8,37131.4,46496.7,45358.8,65995.8,60216.7,36448.4,18615.9,21364.4,32933,84522.6,0,48205.7,108185,36076.2,0,0,37215.4,63662.2,55677,66142.1,48543.7,53665.5,48960.1
Q3TZW7|BEX6_MOUSE,Protein BEX6 (Brain-expressed X-linked protein 6 homolog),Bex6,6,1,21047.9,10959.7,8726.96,12080.4,10261.6,2018.42,10837,11390.6,4788.96,15360.3,18232.3,18342.4,13059.1,15963.7,16230.4,11276.4,9986.32,12830.1,0,6584.28,17139.1,22919.2,11112,9523.52,1656.02,6135.77,8048.76,15632.2,25233.7,0,12371.3,7888.64,4102.75,0,4891.96,12120.3,13821.2,6584.55,21435.2,17487.2,13536.2,10857.1
A2AMT1|BFSP1_MOUSE,Filensin (Beaded filament structural protein 1) (Lens fiber cell beaded-filament structural protein CP 95) (CP95) [Cleaved into: Filensin C-terminal fragment; Filensin N-terminal fragment],Bfsp1,5,1,26306.1,16339.6,17941.3,17324.1,21589.6,41556.2,31318.5,21936.4,46551.4,18336.3,7298.88,10190.1,18052.2,24413.3,29778.1,25567.4,25070.6,19458.1,34600,23117.2,16832,22318.1,18672.9,16057.5,30935,26426.4,42340.5,26651.2,0,0,11366.8,0,27972.7,34254.2,24842.8,20241.8,0,19074.1,13190.2,18470.1,0,16085.6
Q8BR07|BICD1_MOUSE,Protein bicaudal D homolog 1 (Bic-D 1),Bicd1,5,1,359698,374803,425406,356151,521873,332049,559773,273484,265069,398488,422747,405429,260235,543604,369931,422959,483268,377922,342419,327107,930282,311896,301683,208471,176473,121895,227401,293987,311709,0,270017,228551,207051,202968,209658,309131,300131,184889,345414,279087,322058,327473
Q923D2|BLVRB_MOUSE,Flavin reductase (NADPH) (FR) (EC 1.5.1.30) (Biliverdin reductase B) (BVR-B) (EC 1.3.1.24) (Biliverdin-IX beta-reductase) (NADPH-dependent diaphorase) (NADPH-flavin reductase) (FLR),Blvrb,10,1,6269.24,9963.34,9305.73,17336.3,19946.8,29773.4,15223.2,8611.98,7086.98,98137.4,614.49,9193.49,12683.3,5335.73,806.39,883.96,10563.4,14604.9,9806.04,13002.2,31595.4,50440.3,38709.4,109213,12530.8,27996.4,15343.9,11499.4,15089,16839.4,73435.5,12974,2365.22,87656.7,81426.9,60669.2,11642,16695.8,42035.4,21803.7,23709.8,11233
Q6QD59|SEC20_MOUSE,Vesicle transport protein SEC20,Bnip1,5,1,147555,170885,172528,134185,180630,406234,154635,387526,316097,486443,101703,162615,330176,85143.9,277820,183391,254175,386794,264012,319654,90228.3,280057,171070,174822,333633,633610,325591,197327,198129,0,280843,262332,382685,391296,283251,221138,392426,439813,223964,300697,191215,190754
E9Q6J5|BD1L1_MOUSE,Biorientation of chromosomes in cell division protein 1-like 1,Bod1l,5,1,570746,243560,266312,137332,172072,189072,127955,303883,315066,307519,204176,181647,368462,344951,320088,289493,265776,233208,240219,243717,160372,94184.4,392201,354949,406509,316335,530840,565102,458905,0,371730,401729,350657,399149,341751,427331,345710,376027,388278,319448,306379,213459
P15327|PMGE_MOUSE,"Bisphosphoglycerate mutase (BPGM) (EC 5.4.2.4) (2,3-bisphosphoglycerate mutase, erythrocyte) (2,3-bisphosphoglycerate synthase) (EC 5.4.2.11) (BPG-dependent PGAM)",Bpgm,7,2,0,1148.93,1169.64,15635.2,2597.96,14512.4,5042.18,36042.6,0,48068.7,0,0,961.48,0,0,0,0,19022,0,0,10902.8,20433.4,21318.8,51968.4,2087.43,15437.6,0,613.85,0,0,8404.2,0,0,54640.8,36223.2,5398.27,0,12029.2,21123,13727,8322.05,0
P98086|C1QA_MOUSE,Complement C1q subcomponent subunit A,C1qa,6,1,33519.3,36254.1,48837.5,37411.2,111322,68682.6,108170,50775.9,82538.9,57164.3,21771.5,23192.9,42752.1,31949.2,34468.2,32393.8,90969.5,86427.1,88392.4,72263.3,102307,35625.5,37038.7,38398.6,35483.2,16599.8,32755.3,29062.6,32086.3,0,31155.7,28969.4,24567,26901.7,18252.4,30271.2,36660.8,38552,30271.8,30840.9,37201.2,32441.1
P14106|C1QB_MOUSE,Complement C1q subcomponent subunit B,C1qb,6,1,40658.2,60623.2,75208.8,59106.9,109387,76921.6,114632,61834.3,77512.8,61657.9,40042.7,47231.4,49031.5,48470.3,54471.2,51829.9,108582,122762,101069,95627.2,149102,37313.1,54678,55744,48937.1,16383.1,42691.4,44415,47400.2,51701.3,32779.5,46647.7,36174.3,33981.5,32269.4,47763.8,59737.4,41114.3,43575,47084.7,57047.5,53712.5
Q02105|C1QC_MOUSE,Complement C1q subcomponent subunit C,C1qc,10,2,51701.8,61952.5,87191.2,66302.8,175452,120941,164188,82386.7,134712,91867.8,43498.6,75046.4,73070.2,53024.4,66141.7,54572.7,157595,162371,144412,130067,161502,65526,63266,63302.3,14649.2,27945.2,60260.9,12573.1,54300,51144.3,51739.6,56946.2,46581.2,47638.9,48752.5,55427.7,72949.5,59190.1,56629.6,66096.7,70234.4,63160.8
Q8CG16|C1RA_MOUSE,Complement C1r-A subcomponent (EC 3.4.21.41) (Complement component 1 subcomponent r-A) [Cleaved into: Complement C1r-A subcomponent heavy chain; Complement C1r-A subcomponent light chain],C1ra,6,1,43069.2,32394,38070.5,39941.9,59334.3,35526.3,47853.1,40196.1,39447.1,27650.4,10984.3,9160.11,0,37731.2,43994.7,28930.3,56028,47642.4,22835.8,49089.2,32767.1,42414.5,43238.9,43612.6,32360.7,14829.9,49243.6,26154.8,30620,0,30716.2,33430.5,28205.6,15164.3,27185.2,45276.6,27995.7,15729,14161.9,0,19094.3,0
P21180|CO2_MOUSE,Complement C2 (EC 3.4.21.43) (C3/C5 convertase) [Cleaved into: Complement C2b fragment; Complement C2a fragment],C2,53,9,179372,209929,265714,221620,330182,318161,371409,286982,251612,244948,125810,198113,260075,201099,250171,190641,345280,368961,304142,326163,154768,240465,219307,231053,206446,129538,206210,208920,182431,187856,216806,192611,157023,167792,169538,198804,235275,189464,187295,213170,200136,179904
P01027|CO3_MOUSE,Complement C3 (HSE-MSF) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2],C3,644,88,2.15E+07,2.08E+07,2.24E+07,2.01E+07,3.79E+07,3.29E+07,4.51E+07,2.57E+07,2.55E+07,3.26E+07,1.73E+07,1.99E+07,2.29E+07,1.79E+07,2.07E+07,2.06E+07,3.45E+07,3.59E+07,3.29E+07,4.05E+07,3.39E+07,2.46E+07,2.03E+07,2.03E+07,1.97E+07,1.64E+07,2.05E+07,1.80E+07,1.71E+07,2.08E+07,1.93E+07,1.80E+07,1.85E+07,1.79E+07,1.91E+07,1.90E+07,2.21E+07,1.89E+07,2.06E+07,2.00E+07,1.84E+07,2.00E+07
P01029|CO4B_MOUSE,Complement C4-B [Cleaved into: Complement C4 beta chain; Complement C4 alpha chain; C4a anaphylatoxin; Complement C4 gamma chain],C4b,215,34,1.91E+06,1.90E+06,2.24E+06,1.84E+06,4.73E+06,4.39E+06,4.72E+06,2.52E+06,3.31E+06,3.78E+06,1.19E+06,1.48E+06,2.84E+06,1.70E+06,2.24E+06,2.11E+06,4.12E+06,4.82E+06,4.36E+06,4.39E+06,2.46E+06,2.27E+06,1.96E+06,2.04E+06,1.97E+06,1.60E+06,2.08E+06,1.75E+06,1.82E+06,1.85E+06,1.82E+06,1.88E+06,1.99E+06,1.69E+06,1.75E+06,1.71E+06,2.72E+06,2.09E+06,1.90E+06,2.09E+06,2.03E+06,1.81E+06
P08607|C4BPA_MOUSE,C4b-binding protein (C4bp),C4bpa,52,7,1.04E+06,1.18E+06,1.21E+06,1.20E+06,1.74E+06,1.84E+06,2.03E+06,1.61E+06,1.71E+06,1.47E+06,751076,918333,1.37E+06,1.15E+06,1.23E+06,1.26E+06,1.59E+06,1.67E+06,1.68E+06,1.68E+06,728025,1.21E+06,999163,979339,1.05E+06,623522,1.09E+06,962746,994910,1.03E+06,896206,863505,1.04E+06,996025,886492,968697,1.03E+06,855018,866187,939074,886514,907855
Q8K182|CO8A_MOUSE,Complement component C8 alpha chain (Complement component 8 subunit alpha),C8a,104,17,594160,674815,1.02E+06,792920,990708,825497,610971,1.05E+06,760829,720647,658636,855178,942660,845321,803567,691780,866790,1.00E+06,760445,960480,185615,1.02E+06,790561,940613,625662,410514,869665,692638,595723,764466,803579,711890,692707,598607,706102,775337,1.15E+06,719856,762650,973141,805558,967267
Q8BH35|CO8B_MOUSE,Complement component C8 beta chain (Complement component 8 subunit beta),C8b,59,9,372391,382861,607160,479963,570778,497465,382743,628190,481527,439187,367722,470132,611363,501550,513250,403853,525857,598969,460429,570049,118199,621579,480680,604551,388713,232395,584035,441536,374307,485657,485550,430014,422060,381096,415688,474848,691890,416685,467771,588372,464337,519951
Q8VCG4|CO8G_MOUSE,Complement component C8 gamma chain,C8g,30,5,44310.8,124806,182200,176647,188440,268320,146576,303940,81104.5,220110,59585.8,146775,302857,119271,177926,157224,183699,266605,204893,274522,32850.2,284796,198391,245542,191766,277051,273056,163957,146230,183759,203467,198629,224311,212706,218632,166594,279549,303859,175160,283345,188980,192187
P06683|CO9_MOUSE,Complement component C9,C9,92,14,392007,450609,635963,499731,803237,652815,533926,1.00E+06,573846,539912,336740,423931,700528,394869,547354,401705,710101,829794,497494,830691,19261.6,622988,540933,645632,506780,302506,732644,509644,471487,561581,516174,535863,555990,444509,551059,512019,918123,698037,496101,754343,535632,582953
P13634|CAH1_MOUSE,Carbonic anhydrase 1 (EC 4.2.1.1) (Carbonate dehydratase I) (Carbonic anhydrase I) (CA-I),Ca1,5,1,1372.8,4432.26,4958.2,7757.46,9902.17,18328.9,8407.76,7192.87,2397.86,3312.31,1047.11,4908.55,4206.26,2058.31,0,0,4143.79,23013.9,3011.06,4473.22,15746.9,27344.5,20582.3,65472,4966.15,15704,5546.7,3345.85,5580.22,0,44225.5,3691.44,1473.28,0,46213.5,32253.9,3576.67,8517.88,3142.73,8879.41,13052,4670.45
P00920|CAH2_MOUSE,Carbonic anhydrase 2 (EC 4.2.1.1) (Carbonate dehydratase II) (Carbonic anhydrase II) (CA-II),Ca2,28,5,66442.7,38292.8,32476.8,88735.4,88793.1,165482,86673.3,354439,52426.5,451659,53459.4,32480.6,97406.3,128805,117515,90514.4,51821.7,173194,40664.8,66109.6,120829,286699,215839,479708,99369.7,186389,99547.5,73785,88891.2,107593,320536,68196.3,69605.3,614012,373189,268259,76938.5,123675,197352,125490,136607,95595.3
Q9ESJ1|CABL1_MOUSE,CDK5 and ABL1 enzyme substrate 1 (Interactor with CDK3 1) (Ik3-1),Cables1,6,1,9962.12,12814.1,11148.4,12760.4,31783.4,9535.5,20588.6,15701.1,10497.6,10940.9,13168.8,18714.5,4698.9,12290.6,11880.5,18813.2,15569.5,17608.7,17577.8,17901.1,32289.8,5986.83,6192.45,5474.66,5140.66,2302.59,5341.59,9170.46,12169,0,9859.48,3731.58,5770.28,3265.15,1680.3,12222.6,6057.1,3890.73,1688.95,2446.77,1173.38,7606.59
Q80X53|CC116_MOUSE,Coiled-coil domain-containing protein 116,Ccdc116,11,2,156816,251770,256284,226310,321124,220021,206798,221578,189876,187449,258254,248458,183971,250050,213239,210414,241363,231019,240845,253382,103018,193658,216526,206380,175704,100888,161302,165126,100876,0,182134,164561,174668,141499,169373,175728,214071,141896,121727,178502,208774,247458
Q8CDI7|CC150_MOUSE,Coiled-coil domain-containing protein 150,Ccdc150,6,1,93159.2,102186,125171,145884,61203.7,75593,73636,105691,55735,101561,102713,71256.4,97299.1,116608,128126,108430,90543.2,92502.9,77560.1,99201.5,60807.6,57817.8,160824,152793,150228,148134,176812,183826,174498,128271,148312,145939,139154,164036,138267,159007,137770,112052,156265,118624,120695,89346.5
Q9D024|CCD47_MOUSE,PAT complex subunit CCDC47 (Adipocyte-specific protein 4) (Calumin) (Coiled-coil domain-containing protein 47),Ccdc47,12,2,38128.3,63305.3,92899.4,79119.5,113823,96866.2,102178,71761.6,58879.9,87054.8,60972,76870.1,47479.2,52104.7,63776,58293,128129,102302,115330,95155.6,81959,36962.4,65655.8,60717.2,61178.3,30052.9,62441.2,77915.8,50825.8,66248.6,64584.6,44322.8,52472.1,52753.6,67281.3,68244.4,76412.6,38794.2,55025.6,47294.6,53393.9,55313
Q8C4J0|CCD60_MOUSE,Coiled-coil domain-containing protein 60,Ccdc60,4,1,0,2253.77,3247.68,2828.97,4734.36,0,3264.91,7302.69,6443.06,3748.72,0,0,6812.44,1079.3,1216.33,2565.57,3141.2,6904.72,5918.59,1557.43,1991,5467.89,2680.49,3051.3,4392.54,7205.92,0,0,0,0,0,2617.85,3785.42,2676.22,4881.17,0,5101.62,7442.03,0,6994.76,5387.07,4797.19
Q4QRL3|CC88B_MOUSE,Coiled-coil domain-containing protein 88B (Gipie) (Hook-related protein 3) (HkRP3),Ccdc88b,12,1,200172,104925,123297,141636,230085,271821,291346,234406,297335,271210,96732.1,97838,200590,155337,187654,163234,256970,241594,299747,251524,340575,162962,149157,162270,173267,0,269967,171113,144107,159410,153082,167474,195902,236897,188170,194742,185596,228962,153524,163938,135609,100146
Q9DA73|CCD89_MOUSE,Coiled-coil domain-containing protein 89 (Bc8 orange-interacting protein),Ccdc89,6,1,112498,114891,122388,146843,101999,164172,117225,152700,99342.1,128976,109340,128707,163423,118434,158758,143656,125841,138196,122237,133295,88507.2,150210,171808,162660,185465,255353,193842,181099,160035,0,181586,176865,176466,180966,179415,162743,171571,145304,151196,161715,157684,144131
Q7TQK0|CCNT2_MOUSE,Cyclin-T2 (CycT2),Ccnt2,6,1,4.61E+06,4.84E+06,4.46E+06,4.67E+06,3.15E+06,3.17E+06,3.00E+06,3.41E+06,3.17E+06,3.44E+06,5.08E+06,4.58E+06,3.38E+06,5.36E+06,4.32E+06,4.70E+06,3.74E+06,3.16E+06,3.14E+06,2.99E+06,3.94E+06,4.10E+06,4.63E+06,4.38E+06,4.36E+06,2.75E+06,4.04E+06,4.82E+06,4.24E+06,4.31E+06,4.50E+06,4.27E+06,4.21E+06,4.14E+06,4.29E+06,5.19E+06,4.35E+06,3.20E+06,4.14E+06,3.86E+06,4.53E+06,4.45E+06
Q9JLQ0|CD2AP_MOUSE,CD2-associated protein (Mesenchyme-to-epithelium transition protein with SH3 domains 1) (METS-1),Cd2ap,6,1,1467.42,8460.3,5480.47,9105.41,7720.99,8857.2,9125.67,18678.8,26251.6,8022.93,0,2396.58,11386.5,0,6581.61,8230,4838.89,12264.1,8150.46,18556.9,3539.37,1150.16,11682.7,12968.6,15234.1,7472.38,0,2635.29,6232.77,0,15375.3,16375.7,13825.6,3619.86,13270.7,0,10120.4,31769.6,16765,17201.2,15784.3,13966.8
Q9QWK4|CD5L_MOUSE,CD5 antigen-like (Apoptosis inhibitor expressed by macrophages) (mAIM) (Apoptosis inhibitory 6) (SP-alpha),Cd5l,5,1,6474.5,6829.84,19991.4,7106.11,42214.7,24075.7,81275.8,9872.25,22105.1,19708.9,9257.26,8936.59,6435.7,10231.9,11834.1,10745.4,38003.2,21144,37351.9,18564.4,65027.8,0,4424.44,1881.78,3344.12,1936.89,4634.39,0,4866.76,0,5553.01,0,2806.45,1569.23,3034.08,4144.6,6204.12,3687.07,4370.21,2683.73,5567.01,5474.5
O35495|CDK14_MOUSE,Cyclin-dependent kinase 14 (EC 2.7.11.22) (Cell division protein kinase 14) (Serine/threonine-protein kinase PFTAIRE-1),Cdk14,6,1,267431,238008,191939,250635,149092,195994,109732,237683,0,169418,168742,150204,241843,214469,248571,249649,223719,150328,141458,134238,42518.9,199054,243562,210942,281441,172146,237920,185526,206073,0,228014,224673,257206,233833,232043,216544,191512,225071,175892,176180,183225,182972
A0A0B4J1L0|CEA15_MOUSE,Carcinoembryonic antigen-related cell adhesion molecule 15,Ceacam15,6,1,63129.2,79146,96485.8,81890.3,91541.4,52698.8,49652.5,50119,47602.1,49246.5,84520.9,69405.5,46080.4,110978,83755.2,70221.4,91589.5,67535.5,55976.9,57176.9,49696.7,32062.4,63612,52764,47831.5,22409.3,54666.9,64559.9,52831.7,56762.8,54525.8,47675.2,37323.4,44298.1,45475.8,63293.2,54238.2,27597.9,42416.1,36300.2,46119.7,49136.9
P05208|CEL2A_MOUSE,Chymotrypsin-like elastase family member 2A (EC 3.4.21.71) (Elastase-2) (Elastase-2A),Cela2a,9,2,2863.77,3472.46,3036.4,4474.11,2422.71,7579.87,3627.96,51417.1,12896,5723.49,2121.67,2396.36,11609.7,3905.64,4456.14,2995.58,4478.88,5286.69,6500.83,4376.4,0,5331.23,4620.87,4499.15,7244.62,7380.3,6227.2,3575.86,4223.62,0,4372.4,5175.19,6586.71,5789.64,5064.5,3603.03,5873.49,13307.7,4390.24,4744.59,3726.38,3213.07
Q6RT24|CENPE_MOUSE,Centromere-associated protein E (Centromere protein E) (CENP-E) (Kinesin superfamily protein 10) (KIF10) (Motor domain of KIF10),Cenpe,6,1,44957.2,46280.4,42072.7,26030.8,28927.9,30034.8,38063.6,53121.6,12673.1,39739.4,56418.7,12686.5,42864.5,44793.3,58139.1,43818.5,42850.8,45325.2,38191.3,14269.5,33431.9,36635.4,60452.8,55492.6,59549.7,36362,65324.3,38021.6,0,0,57503.8,66685.8,54817.7,51099,58026.1,57133.4,61543,41596.9,69106.1,61321.7,67051,51285.5
Q6A065|CE170_MOUSE,Centrosomal protein of 170 kDa (Cep170),Cep170,6,1,891753,294758,327624,429337,292831,334504,405276,506325,704895,463341,207559,145429,589275,341257,445703,387317,343774,377410,411191,439784,287656,276801,532727,556735,583473,579826,627084,518948,519002,0,542680,560431,501912,533196,452353,408338,393650,744636,493405,392757,398372,276600
P23953|EST1C_MOUSE,Carboxylesterase 1C (EC 3.1.1.1) (Liver carboxylesterase N) (Lung surfactant convertase) (PES-N),Ces1c,51,7,1.59E+06,1.39E+06,1.10E+06,1.55E+06,1.10E+06,1.47E+06,854796,1.82E+06,760424,1.82E+06,1.16E+06,1.28E+06,1.93E+06,1.20E+06,1.38E+06,1.28E+06,1.32E+06,1.36E+06,1.14E+06,1.28E+06,561493,1.75E+06,1.61E+06,1.46E+06,1.94E+06,2.20E+06,1.45E+06,1.50E+06,1.51E+06,1.51E+06,1.60E+06,1.45E+06,1.66E+06,1.69E+06,1.53E+06,1.26E+06,1.42E+06,2.07E+06,1.56E+06,1.75E+06,1.47E+06,1.27E+06
Q8VCT4|CES1D_MOUSE,Carboxylesterase 1D (Carboxylesterase 3) (EC 3.1.1.1) (EC 3.1.1.67) (Fatty acid ethyl ester synthase) (FAEE synthase) (Triacylglycerol hydrolase) (TGH),Ces1d,6,1,1.59E+06,2.75E+06,2.04E+06,1.97E+06,1.67E+06,1.21E+06,966627,1.53E+06,976126,1.37E+06,3.11E+06,2.77E+06,1.11E+06,2.48E+06,1.65E+06,1.54E+06,1.63E+06,1.41E+06,1.18E+06,1.24E+06,1.06E+06,1.31E+06,1.51E+06,1.30E+06,1.39E+06,780089,1.03E+06,1.41E+06,1.65E+06,1.72E+06,1.60E+06,1.39E+06,1.18E+06,1.15E+06,1.45E+06,1.55E+06,1.49E+06,919913,1.81E+06,1.55E+06,1.95E+06,2.24E+06
P04186|CFAB_MOUSE,Complement factor B (EC 3.4.21.47) (C3/C5 convertase) [Cleaved into: Complement factor B Ba fragment; Complement factor B Bb fragment],Cfb,151,21,3.03E+06,2.57E+06,2.72E+06,2.74E+06,4.53E+06,4.25E+06,5.91E+06,3.08E+06,3.22E+06,3.29E+06,2.11E+06,2.54E+06,2.71E+06,2.69E+06,3.02E+06,2.88E+06,4.49E+06,4.19E+06,5.44E+06,3.82E+06,4.32E+06,2.75E+06,2.60E+06,2.05E+06,2.53E+06,1.76E+06,2.69E+06,2.52E+06,2.35E+06,2.38E+06,2.45E+06,2.59E+06,2.32E+06,2.04E+06,2.23E+06,2.25E+06,2.90E+06,2.49E+06,2.48E+06,2.51E+06,2.39E+06,2.35E+06
P03953|CFAD_MOUSE,Complement factor D (EC 3.4.21.46) (28 kDa adipocyte protein) (Adipsin) (C3 convertase activator) (Properdin factor D),Cfd,11,2,53792,43949.6,52120.4,52383.7,46761.1,40870.2,75514.2,68300.1,53240.4,62201.2,35861.8,35950.8,61306.8,46520.1,54444.8,46051.5,44641.9,57283.5,54618.6,59186.3,103557,55744.5,60326.2,65381.2,49429.2,45955,58537,64168.1,62673.8,66219.9,66759.5,65263.5,42272.6,44744.1,34150,46792.8,61669.4,56189.8,57352.8,63038.9,66838.4,62698.1
P06909|CFAH_MOUSE,Complement factor H (Protein beta-1-H),Cfh,344,48,3.84E+06,3.95E+06,5.00E+06,4.27E+06,8.88E+06,7.64E+06,9.56E+06,5.07E+06,5.11E+06,6.61E+06,3.17E+06,3.79E+06,4.13E+06,3.76E+06,4.03E+06,3.92E+06,7.96E+06,7.72E+06,7.77E+06,7.60E+06,6.53E+06,4.95E+06,3.85E+06,3.89E+06,3.62E+06,2.87E+06,3.77E+06,3.58E+06,3.45E+06,3.76E+06,3.87E+06,3.62E+06,3.52E+06,3.28E+06,3.64E+06,3.45E+06,4.56E+06,3.44E+06,3.95E+06,3.93E+06,3.69E+06,3.66E+06
Q61129|CFAI_MOUSE,Complement factor I (EC 3.4.21.45) (C3B/C4B inactivator) [Cleaved into: Complement factor I heavy chain; Complement factor I light chain],Cfi,81,13,1.78E+06,1.73E+06,1.96E+06,1.90E+06,2.59E+06,2.10E+06,2.41E+06,1.95E+06,1.50E+06,2.12E+06,1.46E+06,1.57E+06,1.84E+06,2.06E+06,2.01E+06,1.91E+06,2.54E+06,2.45E+06,2.15E+06,2.18E+06,1.78E+06,1.77E+06,1.67E+06,1.71E+06,1.60E+06,961955,1.77E+06,1.72E+06,1.59E+06,1.22E+06,1.52E+06,1.65E+06,1.46E+06,1.35E+06,1.35E+06,1.58E+06,1.77E+06,1.00E+06,1.65E+06,1.60E+06,1.48E+06,1.49E+06
P11680|PROP_MOUSE,Properdin (Complement factor P),Cfp,56,8,307962,369621,451374,318885,571476,487758,776617,325585,666490,591028,391728,361129,243345,433271,485435,362372,726844,550179,506546,315360,590786,291833,303385,289274,274995,147614,280470,301668,319328,250477,275818,272709,246022,225161,268599,313818,328266,206791,319424,285737,331176,329939
Q9D7S9|CHMP5_MOUSE,Charged multivesicular body protein 5 (Chromatin-modifying protein 5) (SNF7 domain-containing protein 2),Chmp5,6,1,166965,60988.7,130451,166111,116643,241512,161589,238741,196866,286350,77495.5,101094,362024,63753.5,215771,167314,164613,194492,171970,215807,129679,193917,0,0,347217,1.39E+06,404877,281578,0,222307,0,341904,398234,405459,288120,215122,245194,699748,0,291380,199936,157237
Q924A2|CIC_MOUSE,Protein capicua homolog,Cic,12,2,26064,31839.2,30860.7,25750.5,21045.4,21452.1,26203.5,21528.7,11988.3,15161.1,41987.5,36653.6,16103.1,38046,26884,24689.9,20296.3,19331.6,23581.7,17600.3,23434.3,10440.6,26651.7,26349.2,24700.1,13449.7,19518.1,13153.7,26364.8,0,23987.8,22180.2,24921.6,15793.7,29162.4,26543.7,22840,14699.1,27342,23432.3,33087.1,33191.6
